geoid,in_nyc,wbgt,svi,svi_heat,gi_count,indoor_count,gi_density,indoor_density,gi_s,indoor_s,adaptive_score,wbgt_s,svi_s,adaptive_vuln_s,chvi,chvi_class,area_sqmi,rpl_theme1,rpl_theme2,rpl_theme3,rpl_theme4
BK0701,True,17.42001809684764,0.6430684277944627,0.6072116058579701,1.0,1.0,1.8206588686727259,1.8206588686727259,0.0026321387882999986,0.10358969248361995,0.053110915635959974,0.6913197325080735,0.47728843040913227,0.9030854945421447,0.6905645524864502,High,0.549251711677876,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK0702,True,17.48309492037403,0.6430684277944627,0.6072116058579701,5.0,0.0,2.766876618301156,0.0,0.00400009216157007,0.0,0.002000046080785035,0.7489059716677795,0.47728843040913227,0.9963504022762326,0.7408482681177148,Very High,1.807091782455398,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK0703,True,17.45244952402502,0.6430684277944627,0.6072116058579701,2.0,0.0,2.9730167572707336,0.0,0.004298110348800789,0.0,0.0021490551744003947,0.7209281340938927,0.47728843040913227,0.9960784969165991,0.7314316871398746,Very High,0.6727173653188638,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK0771,True,17.431836998377147,0.6430684277944627,0.6072116058579701,5.0,0.0,6.605755397949296,0.0,0.009549985067570557,0.0,0.004774992533785279,0.7021098460875624,0.47728843040913227,0.9912867998143977,0.7235616921036975,High,0.7569157043798821,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK0801,True,17.424198924001107,0.6430684277944627,0.6072116058579701,33.0,0.0,89.24192407423898,0.0,0.12901765066487697,0.0,0.06450882533243849,0.6951366354350914,0.47728843040913227,0.8822870811037666,0.6849040489826633,High,0.36978135940399276,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK0802,True,17.390907482616726,0.6430684277944627,0.6072116058579701,154.0,3.0,121.22296084880067,2.361486250301312,0.17525285091726653,0.134361048454587,0.15480694968592676,0.6647430804278337,0.47728843040913227,0.717514962967565,0.6198488246015103,Moderate,1.2703863931527095,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK0891,True,17.338614383412164,0.6430684277944627,0.6072116058579701,9.0,0.0,206.57174446323006,0.0,0.2986421621996895,0.0,0.14932108109984474,0.617001885661798,0.47728843040913227,0.7275253390768963,0.6072718850492755,Low,0.043568398104911234,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK0901,True,17.381472252145837,0.6430684277944627,0.6072116058579701,73.0,2.0,101.48301308055187,2.7803565227548455,0.14671467548317127,0.15819343323605006,0.15245405435961068,0.6561291489067541,0.47728843040913227,0.7218084247581131,0.6184086680246665,Moderate,0.7193322092442845,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK0902,True,17.350943916169474,0.6430684277944627,0.6072116058579701,226.0,3.0,262.09907089251243,3.4791912065377755,0.37891839198657884,0.19795490158994103,0.2884366467882599,0.6282581820698256,0.47728843040913227,0.4736732619898646,0.5264066248229408,Very Low,0.8622693671916267,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1001,True,17.339661801191,0.6430684277944627,0.6072116058579701,0.0,3.0,0.0,1.356923285198628,0.0,0.07720461436032819,0.038602307180164094,0.6179581299261736,0.47728843040913227,0.9295601767527275,0.6749355790293444,High,2.2108840143905826,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1002,True,17.325067833047076,0.6430684277944627,0.6072116058579701,20.0,2.0,19.147862528229986,1.9147862528229986,0.027682193814996262,0.10894524093159615,0.06831371737329621,0.604634508144973,0.47728843040913227,0.8753440784075265,0.6524223389872105,Moderate,1.044503007607961,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1061,True,17.210452935495464,0.6430684277944627,0.6072116058579701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999637748655174,0.47728843040913227,1.0,0.659094935965228,High,0.30363075205037043,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1091,True,17.22035474947093,0.6430684277944627,0.6072116058579701,2.0,0.0,5.581795790223175,0.0,0.008069639766469095,0.0,0.004034819883234547,0.5090362782904889,0.47728843040913227,0.9926374349055576,0.6596540478683929,High,0.35830762628455715,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1101,True,17.18590909750621,0.6430684277944627,0.6072116058579701,168.0,3.0,96.300562653056,1.7196529045188573,0.13922237199712717,0.09784277473546513,0.11853257336629615,0.47758898210217715,0.47728843040913227,0.783706878503453,0.5795280970049208,Low,1.7445380937726918,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1102,True,17.14047969745424,0.6430684277944627,0.6072116058579701,29.0,0.0,39.32865437645515,0.0,0.056857700504531004,0.0,0.028428850252265502,0.4361140290208694,0.47728843040913227,0.9481242616523771,0.6205089070274595,Moderate,0.7373758512663836,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1103,True,17.098347829184164,0.6430684277944627,0.6072116058579701,29.0,1.0,23.894508188773102,0.8239485582335552,0.034544451414378126,0.046880049436146536,0.04071225042526233,0.3976495708125254,0.47728843040913227,0.925710043429016,0.6002160148835579,Low,1.2136680014877113,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1201,True,17.427818233762196,0.6430684277944627,0.6072116058579701,1.0,2.0,2.372801622453128,4.745603244906256,0.0034303752860375737,0.27000971420169717,0.13672004474386737,0.6984408988054227,0.47728843040913227,0.7505191660910392,0.6420828317685313,Moderate,0.4214427327330243,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1202,True,17.303978906091668,0.6430684277944627,0.6072116058579701,5.0,1.0,3.443368793875222,0.6886737587750444,0.004978101455869138,0.03918334407425404,0.02208072276506159,0.5853812876531767,0.47728843040913227,0.9597080505710759,0.6741259228777948,High,1.4520663627124646,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1203,True,17.304039929513724,0.6430684277944627,0.6072116058579701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5854369992312238,0.47728843040913227,1.0,0.687575143213452,High,0.6266940943202542,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1204,True,17.18284477375398,0.6430684277944627,0.6072116058579701,2.0,1.0,1.7781612407203113,0.8890806203601557,0.0025706996813541494,0.0505858563847251,0.026578278033039623,0.4747913954357386,0.47728843040913227,0.9515011059280365,0.6345269772576357,Moderate,1.1247573921866751,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
BK1301,True,17.016025175533557,0.6430684277944627,0.6072116058579701,4.0,0.0,4.3162489091173715,0.0,0.00624003011718918,0.0,0.00312001505859459,0.32249277380922803,0.47728843040913227,0.9943067312471633,0.5980293118218412,Low,0.926730613600771,0.6728321356847445,0.5367844247298194,0.6653956052602654,0.6972615455030213
