geoid,borough,wbgt,svi,adaptive_score,chvi,chvi_class
BX0301,Bronx,17.41571712326613,0.8506955090124146,0.11776575178574465,0.8181008458759687,Very High
BX0302,Bronx,17.411670504825114,0.8506955090124146,0.07034982144625941,0.8481524147459393,Very High
BX0303,Bronx,17.40063340163294,0.8506955090124146,0.009248609279067246,0.8851056240527421,Very High
BX0391,Bronx,17.40329061819061,0.8506955090124146,0.002119119297907352,0.8906179991917362,Very High
BX0401,Bronx,17.462977009898964,0.8506955090124146,0.02248441699578042,0.8953454797258935,Very High
BX0402,Bronx,17.455516363454,0.8506955090124146,0.08104333974874514,0.8544403673201191,Very High
BX0403,Bronx,17.418069482375845,0.8506955090124146,0.001974604498468304,0.8952108184059703,Very High
BX0491,Bronx,17.485324416599344,0.8506955090124146,0.0,0.9169804663978124,Very High
BX0492,Bronx,17.41654481295952,0.8506955090124146,0.0,0.8960495946814845,Very High
BX0501,Bronx,17.424907561800314,0.8506955090124146,0.056571075474071204,0.8612713240069327,Very High
BX0502,Bronx,17.403750736502953,0.8506955090124146,0.04169220014151052,0.8646493745307783,Very High
BX0503,Bronx,17.390529084768108,0.8506955090124146,0.0,0.8881325401978213,Very High
BX0601,Bronx,17.396148535960197,0.8506955090124146,0.07044491166692186,0.8433660636476973,Very High
BX0602,Bronx,17.402796522651155,0.8506955090124146,0.12821405443647096,0.8072755257895081,Very High
BX0603,Bronx,17.39232416509009,0.8506955090124146,0.0543777579275068,0.8528026680056651,Very High
BX0701,Bronx,17.438732965950724,0.8506955090124146,0.02960488499953956,0.8832697966757462,Very High
BX0702,Bronx,17.398571671679147,0.8506955090124146,0.000547154546058625,0.8902190547414564,Very High
BX0703,Bronx,17.386577616149697,0.8506955090124146,0.037050098251983805,0.8624859475350402,Very High
BX0801,Bronx,17.437920332373565,0.8506955090124146,0.09762016224522067,0.8381488910746372,Very High
BX0802,Bronx,17.482223080238224,0.8506955090124146,0.08697578981880348,0.8586537221377138,Very High
BX0803,Bronx,17.489781497452245,0.8506955090124146,0.026677541411475898,0.9007361215364988,Very High
BX0901,Bronx,17.391679280063737,0.8506955090124146,0.03101540420084554,0.8680199119109541,Very High
